"View","Feature","Component","Probability"
"sMRI_SA","mrisdp_383","3",0.999799999999923
"sMRI_SA","mrisdp_308","3",0.999599999999923
"sMRI_SA","mrisdp_322","5",0.999599999999923
"sMRI_SA","mrisdp_344","5",0.999599999999923
"sMRI_SA","mrisdp_418","5",0.999599999999923
"sMRI_CT","mrisdp_131","6",0.999599999999923
"sMRI_CT","mrisdp_85","6",0.999199999999923
"sMRI_SA","mrisdp_321","5",0.998999999999923
"sMRI_SA","mrisdp_377","3",0.998999999999923
"sMRI_SA","mrisdp_367","5",0.998399999999923
"sMRI_SA","mrisdp_433","5",0.998399999999923
"sMRI_CT","mrisdp_147","6",0.998399999999923
"sMRI_CT","mrisdp_11","6",0.997799999999923
"sMRI_SA","mrisdp_359","5",0.997199999999923
"sMRI_CT","mrisdp_6","6",0.997199999999923
"sMRI_SA","mrisdp_313","5",0.996999999999923
"sMRI_SA","mrisdp_434","5",0.996399999999923
"sMRI_SA","mrisdp_387","5",0.995999999999923
"sMRI_SA","mrisdp_309","3",0.995799999999923
"sMRI_CT","mrisdp_119","6",0.995799999999923
"sMRI_SA","mrisdp_310","3",0.995599999999923
"sMRI_SA","mrisdp_346","5",0.995599999999923
"sMRI_SA","mrisdp_316","5",0.994999999999923
"sMRI_SA","mrisdp_440","3",0.994599999999923
"sMRI_CT","mrisdp_139","6",0.994599999999923
"sMRI_SA","mrisdp_326","3",0.994199999999923
"sMRI_CT","mrisdp_115","6",0.993999999999923
"sMRI_CT","mrisdp_130","6",0.993599999999923
"sMRI_CT","mrisdp_141","6",0.993399999999923
"sMRI_SA","mrisdp_384","3",0.992599999999923
"sMRI_CT","mrisdp_37","6",0.992399999999923
"sMRI_SA","mrisdp_333","3",0.992199999999923
"sMRI_SA","mrisdp_345","3",0.991799999999923
"sMRI_SA","mrisdp_381","3",0.991799999999923
"sMRI_SA","mrisdp_400","3",0.991799999999923
"sMRI_SA","mrisdp_420","5",0.991599999999923
"sMRI_CT","mrisdp_118","6",0.990999999999923
"sMRI_SA","mrisdp_350","3",0.990399999999924
"sMRI_CT","mrisdp_86","6",0.990399999999924
"sMRI_SA","mrisdp_366","3",0.989999999999924
"sMRI_CT","mrisdp_98","6",0.989799999999924
"sMRI_CT","mrisdp_75","6",0.987999999999924
"sMRI_SA","mrisdp_320","3",0.987399999999924
"sMRI_SA","mrisdp_392","3",0.986199999999924
"sMRI_SA","mrisdp_317","3",0.985399999999924
"sMRI_CT","mrisdp_65","6",0.984799999999924
"sMRI_CT","mrisdp_127","6",0.983999999999924
"sMRI_SA","mrisdp_428","5",0.983199999999924
"sMRI_CT","mrisdp_52","6",0.982799999999924
"sMRI_CT","mrisdp_78","6",0.982799999999924
"sMRI_CT","mrisdp_121","6",0.982599999999924
"sMRI_CT","mrisdp_79","6",0.981799999999925
"sMRI_CT","mrisdp_4","6",0.981199999999925
"sMRI_SA","mrisdp_318","3",0.980999999999925
"sMRI_SA","mrisdp_378","5",0.979399999999925
"sMRI_SA","mrisdp_441","5",0.978999999999925
"sMRI_CT","mrisdp_58","6",0.978199999999925
"sMRI_CT","mrisdp_1","6",0.977799999999925
"sMRI_CT","mrisdp_107","6",0.976999999999925
"sMRI_SA","mrisdp_424","3",0.976799999999925
"sMRI_CT","mrisdp_120","6",0.975799999999925
"sMRI_CT","mrisdp_132","6",0.975199999999925
"sMRI_CT","mrisdp_46","6",0.974999999999925
"sMRI_SA","mrisdp_368","3",0.974599999999925
"sMRI_CT","mrisdp_114","6",0.974599999999925
"sMRI_SA","mrisdp_365","3",0.973399999999925
"sMRI_SA","mrisdp_319","3",0.970199999999926
"sMRI_SA","mrisdp_393","3",0.969599999999926
"sMRI_SA","mrisdp_429","3",0.967799999999926
"sMRI_CT","mrisdp_54","6",0.966599999999926
"sMRI_SA","mrisdp_349","3",0.966199999999926
"sMRI_CT","mrisdp_24","6",0.964799999999926
"sMRI_SA","mrisdp_430","3",0.964199999999926
"sMRI_SA","mrisdp_449","3",0.963599999999927
"sMRI_CT","mrisdp_16","6",0.962999999999927
"sMRI_SA","mrisdp_356","3",0.962199999999927
"sMRI_CT","mrisdp_117","6",0.961399999999927
"sMRI_CT","mrisdp_5","6",0.961199999999927
"sMRI_CT","mrisdp_104","6",0.958599999999927
"fMRI","dla_n","1",0.952199999999928
"fMRI","n_dla","1",0.951399999999928
"sMRI_SA","mrisdp_405","3",0.949999999999928
"fMRI","dla_dt","1",0.949799999999928
"sMRI_CT","mrisdp_87","6",0.949199999999928
"fMRI","dt_dt","1",0.949199999999928
"fMRI","cgc_dt","1",0.948999999999928
"fMRI","dt_dla","1",0.948999999999928
"fMRI","dt_cgc","1",0.947799999999928
"sMRI_CT","mrisdp_28","6",0.947199999999928
"fMRI","dla_dla","1",0.947199999999928
"fMRI","n_dt","1",0.943999999999929
"sMRI_CT","mrisdp_45","6",0.942399999999929
"sMRI_CT","mrisdp_60","6",0.937599999999929
"sMRI_CT","mrisdp_35","6",0.93519999999993
"sMRI_SA","mrisdp_407","3",0.92759999999993
"sMRI_CT","mrisdp_68","6",0.925799999999931
"sMRI_CT","mrisdp_123","6",0.925199999999931
"sMRI_CT","mrisdp_109","6",0.924599999999931
"sMRI_SA","mrisdp_391","3",0.914199999999932
"sMRI_CT","mrisdp_102","6",0.910399999999932
"sMRI_SA","mrisdp_390","5",0.910199999999932
"sMRI_CT","mrisdp_73","6",0.908999999999933
"sMRI_SA","mrisdp_334","3",0.906999999999933
"sMRI_CT","mrisdp_72","6",0.901199999999933
"sMRI_CT","mrisdp_41","6",0.898399999999934
"sMRI_CT","mrisdp_56","6",0.892199999999934
"sMRI_CT","mrisdp_126","6",0.886999999999935
"sMRI_SA","mrisdp_394","3",0.882799999999935
"sMRI_SA","mrisdp_425","3",0.878799999999936
"sMRI_SA","mrisdp_379","3",0.877799999999936
"sMRI_CT","mrisdp_90","6",0.871799999999937
"sMRI_SA","mrisdp_421","3",0.862199999999938
"sMRI_SA","mrisdp_410","3",0.861599999999938
"sMRI_SA","mrisdp_442","3",0.859799999999938
"sMRI_SA","mrisdp_324","5",0.856599999999938
"sMRI_SA","mrisdp_445","3",0.84519999999994
"sMRI_CT","mrisdp_128","6",0.84359999999994
"sMRI_SA","mrisdp_369","3",0.83979999999994
"sMRI_CT","mrisdp_13","6",0.836599999999941
"sMRI_SA","mrisdp_364","5",0.828999999999941
"sMRI_SA","mrisdp_435","5",0.824799999999942
"fMRI","dt_n","1",0.821999999999942
"sMRI_SA","mrisdp_354","5",0.820799999999942
"sMRI_SA","mrisdp_303","3",0.818199999999943
"sMRI_SA","mrisdp_422","3",0.815999999999943
"sMRI_CT","mrisdp_30","6",0.806799999999944
"sMRI_CT","mrisdp_53","6",0.796799999999945
"sMRI_SA","mrisdp_355","3",0.786199999999946
"sMRI_SA","mrisdp_397","3",0.785799999999946
"sMRI_SA","mrisdp_437","3",0.780599999999947
"sMRI_SA","mrisdp_398","5",0.773999999999947
"sMRI_CT","mrisdp_8","6",0.772999999999948
"sMRI_CT","mrisdp_133","6",0.772799999999948
"sMRI_SA","mrisdp_305","3",0.766399999999948
"sMRI_SA","mrisdp_415","3",0.766199999999948
"sMRI_CT","mrisdp_67","6",0.760199999999949
"sMRI_SA","mrisdp_336","3",0.756199999999949
"sMRI_SA","mrisdp_373","3",0.74739999999995
"sMRI_SA","mrisdp_362","3",0.745199999999951
"sMRI_CT","mrisdp_96","6",0.741599999999951
"sMRI_CT","mrisdp_92","6",0.735999999999952
"sMRI_CT","mrisdp_142","6",0.733399999999952
"sMRI_SA","mrisdp_351","3",0.717399999999954
"sMRI_SA","mrisdp_347","3",0.703799999999955
"sMRI_CT","mrisdp_2","6",0.700799999999955
"sMRI_CT","mrisdp_57","6",0.699399999999956
"fMRI","cgc_cgc","1",0.699199999999956
"sMRI_CT","mrisdp_77","6",0.696199999999956
"sMRI_CT","mrisdp_110","6",0.691799999999956
"sMRI_SA","mrisdp_331","3",0.690999999999957
"sMRI_SA","mrisdp_348","3",0.686999999999957
"sMRI_CT","mrisdp_33","6",0.684599999999957
"sMRI_CT","mrisdp_64","6",0.679399999999958
"sMRI_CT","mrisdp_21","6",0.678799999999958
"sMRI_SA","mrisdp_439","3",0.674799999999958
"sMRI_CT","mrisdp_7","6",0.673999999999958
"sMRI_SA","mrisdp_448","5",0.669599999999959
"fMRI","cgc_n","1",0.667199999999959
"sMRI_SA","mrisdp_372","3",0.66279999999996
"sMRI_CT","mrisdp_3","6",0.66199999999996
"sMRI_CT","mrisdp_22","6",0.66159999999996
"sMRI_CT","mrisdp_122","6",0.65959999999996
"sMRI_SA","mrisdp_330","3",0.654999999999961
"sMRI_SA","mrisdp_414","3",0.652199999999961
"fMRI","n_cgc","1",0.651199999999961
"fMRI","vta_dla","1",0.651199999999961
"fMRI","dla_vta","1",0.648399999999961
"fMRI","dt_vs","1",0.638599999999962
"sMRI_CT","mrisdp_81","6",0.635599999999963
"fMRI","vs_dt","1",0.635599999999963
"sMRI_CT","mrisdp_19","4",0.633599999999963
"sMRI_SA","mrisdp_327","5",0.628799999999963
"sMRI_CT","mrisdp_76","4",0.627199999999964
"fMRI","cgc_dla","1",0.621999999999964
"sMRI_CT","mrisdp_99","4",0.620799999999964
"sMRI_CT","mrisdp_25","4",0.619199999999964
"sMRI_CT","mrisdp_26","4",0.618199999999965
"sMRI_CT","mrisdp_12","4",0.614799999999965
"sMRI_CT","mrisdp_93","4",0.614399999999965
"sMRI_CT","mrisdp_101","4",0.611999999999965
"sMRI_CT","mrisdp_108","4",0.611799999999965
"sMRI_CT","mrisdp_38","4",0.610399999999965
"sMRI_CT","mrisdp_112","4",0.610199999999965
"sMRI_CT","mrisdp_83","6",0.608799999999966
"sMRI_CT","mrisdp_20","4",0.608599999999966
"sMRI_CT","mrisdp_34","4",0.608599999999966
"sMRI_CT","mrisdp_116","4",0.607799999999966
"fMRI","vs_n","1",0.607199999999966
"sMRI_CT","mrisdp_71","4",0.606999999999966
"sMRI_CT","mrisdp_27","4",0.606599999999966
"fMRI","dla_cgc","1",0.605799999999966
"sMRI_CT","mrisdp_44","6",0.605399999999966
"sMRI_SA","mrisdp_413","5",0.602599999999966
"sMRI_SA","mrisdp_339","3",0.596799999999967
"fMRI","n_vs","1",0.595199999999967
"sMRI_SA","mrisdp_363","3",0.593799999999967
"sMRI_CT","mrisdp_95","4",0.591799999999967
"sMRI_SA","mrisdp_376","3",0.589199999999968
"sMRI_CT","mrisdp_100","4",0.586399999999968
"fMRI","vs_vs","1",0.586199999999968
"sMRI_CT","mrisdp_29","4",0.585999999999968
"sMRI_CT","mrisdp_15","4",0.585399999999968
"sMRI_SA","mrisdp_306","3",0.584199999999968
"sMRI_CT","mrisdp_36","4",0.582399999999968
"sMRI_SA","mrisdp_311","3",0.581599999999969
"sMRI_CT","mrisdp_88","4",0.579799999999969
"sMRI_SA","mrisdp_340","5",0.576799999999969
"sMRI_SA","mrisdp_353","5",0.575199999999969
"sMRI_CT","mrisdp_47","6",0.574799999999969
"sMRI_SA","mrisdp_323","3",0.573399999999969
"sMRI_CT","mrisdp_145","6",0.57099999999997
"sMRI_CT","mrisdp_89","4",0.56899999999997
"sMRI_CT","mrisdp_111","4",0.56739999999997
"sMRI_CT","mrisdp_129","6",0.563999999999971
"sMRI_CT","mrisdp_94","4",0.563399999999971
"sMRI_CT","mrisdp_42","4",0.562399999999971
"sMRI_SA","mrisdp_328","3",0.558599999999971
"sMRI_CT","mrisdp_138","6",0.558399999999971
"sMRI_SA","mrisdp_375","5",0.558199999999971
"fMRI","cgc_rspltp","1",0.548399999999972
"sMRI_SA","mrisdp_408","3",0.547599999999972
"fMRI","rspltp_cgc","1",0.546799999999972
"sMRI_CT","mrisdp_146","4",0.543999999999973
"sMRI_CT","mrisdp_62","6",0.543199999999973
"sMRI_CT","mrisdp_125","6",0.537199999999973
"sMRI_SA","mrisdp_341","3",0.535799999999974
"sMRI_SA","mrisdp_411","3",0.533799999999974
"sMRI_CT","mrisdp_94","6",0.529999999999974
"sMRI_CT","mrisdp_134","6",0.523399999999975
"sMRI_CT","mrisdp_3","1",0.522999999999975
"sMRI_SA","mrisdp_338","3",0.519799999999975
"sMRI_SA","mrisdp_399","3",0.513399999999976
"sMRI_SA","mrisdp_374","3",0.512199999999976
"sMRI_SA","mrisdp_375","3",0.511399999999976
"sMRI_CT","mrisdp_49","6",0.509799999999976
"sMRI_SA","mrisdp_436","5",0.501599999999977
