"View","Feature","Component","Probability"
"covariates","demo_prnt_marital_v2_bl","6",0.999999999999923
"ELA","fam_history_6_yes_no","1",0.999999999999923
"ELA","devhx_9_marijuana","1",0.999999999999923
"ELA","asr_q68_p","1",0.999999999999923
"ELA","asr_scr_anxdisord_r","1",0.999999999999923
"ELA","asr_scr_somaticpr_r","1",0.999999999999923
"ELA","asr_scr_depress_r","1",0.999999999999923
"ELA","asr_scr_avoidant_r","1",0.999999999999923
"ELA","asr_scr_adhd_r","1",0.999999999999923
"ELA","asr_scr_antisocial_r","1",0.999999999999923
"ELA","asr_scr_inattention_r","1",0.999999999999923
"ELA","asr_scr_hyperactive_r","1",0.999999999999923
"ELA","fam_enviro1_p","1",0.999999999999923
"ELA","fam_enviro3_p","1",0.999999999999923
"ELA","fam_enviro4r_p","1",0.999999999999923
"ELA","fam_enviro5_p","1",0.999999999999923
"sMRI_SA","mrisdp_303","3",0.999999999999923
"sMRI_SA","mrisdp_304","3",0.999999999999923
"sMRI_SA","mrisdp_305","3",0.999999999999923
"sMRI_SA","mrisdp_306","3",0.999999999999923
"sMRI_SA","mrisdp_307","3",0.999999999999923
"sMRI_SA","mrisdp_308","3",0.999999999999923
"sMRI_SA","mrisdp_309","3",0.999999999999923
"sMRI_SA","mrisdp_310","3",0.999999999999923
"sMRI_SA","mrisdp_311","3",0.999999999999923
"sMRI_SA","mrisdp_312","3",0.999999999999923
"sMRI_SA","mrisdp_313","3",0.999999999999923
"sMRI_SA","mrisdp_314","3",0.999999999999923
"sMRI_SA","mrisdp_315","3",0.999999999999923
"sMRI_SA","mrisdp_316","3",0.999999999999923
"sMRI_SA","mrisdp_317","3",0.999999999999923
"sMRI_SA","mrisdp_318","3",0.999999999999923
"sMRI_SA","mrisdp_319","3",0.999999999999923
"sMRI_SA","mrisdp_320","3",0.999999999999923
"sMRI_SA","mrisdp_321","3",0.999999999999923
"sMRI_SA","mrisdp_322","3",0.999999999999923
"sMRI_SA","mrisdp_323","3",0.999999999999923
"sMRI_SA","mrisdp_324","3",0.999999999999923
"sMRI_SA","mrisdp_325","3",0.999999999999923
"sMRI_SA","mrisdp_326","3",0.999999999999923
"sMRI_SA","mrisdp_327","3",0.999999999999923
"sMRI_SA","mrisdp_328","3",0.999999999999923
"sMRI_SA","mrisdp_329","3",0.999999999999923
"sMRI_SA","mrisdp_330","3",0.999999999999923
"sMRI_SA","mrisdp_331","3",0.999999999999923
"sMRI_SA","mrisdp_332","3",0.999999999999923
"sMRI_SA","mrisdp_333","3",0.999999999999923
"sMRI_SA","mrisdp_334","3",0.999999999999923
"sMRI_SA","mrisdp_336","3",0.999999999999923
"sMRI_SA","mrisdp_337","3",0.999999999999923
"sMRI_SA","mrisdp_338","3",0.999999999999923
"sMRI_SA","mrisdp_339","3",0.999999999999923
"sMRI_SA","mrisdp_340","3",0.999999999999923
"sMRI_SA","mrisdp_341","3",0.999999999999923
"sMRI_SA","mrisdp_342","3",0.999999999999923
"sMRI_SA","mrisdp_343","3",0.999999999999923
"sMRI_SA","mrisdp_344","3",0.999999999999923
"sMRI_SA","mrisdp_345","3",0.999999999999923
"sMRI_SA","mrisdp_346","3",0.999999999999923
"sMRI_SA","mrisdp_347","3",0.999999999999923
"sMRI_SA","mrisdp_348","3",0.999999999999923
"sMRI_SA","mrisdp_349","3",0.999999999999923
"sMRI_SA","mrisdp_350","3",0.999999999999923
"sMRI_SA","mrisdp_351","3",0.999999999999923
"sMRI_SA","mrisdp_352","3",0.999999999999923
"sMRI_SA","mrisdp_353","3",0.999999999999923
"sMRI_SA","mrisdp_354","3",0.999999999999923
"sMRI_SA","mrisdp_355","3",0.999999999999923
"sMRI_SA","mrisdp_356","3",0.999999999999923
"sMRI_SA","mrisdp_358","3",0.999999999999923
"sMRI_SA","mrisdp_359","3",0.999999999999923
"sMRI_SA","mrisdp_360","3",0.999999999999923
"sMRI_SA","mrisdp_361","3",0.999999999999923
"sMRI_SA","mrisdp_362","3",0.999999999999923
"sMRI_SA","mrisdp_363","3",0.999999999999923
"sMRI_SA","mrisdp_364","3",0.999999999999923
"sMRI_SA","mrisdp_365","3",0.999999999999923
"sMRI_SA","mrisdp_366","3",0.999999999999923
"sMRI_SA","mrisdp_367","3",0.999999999999923
"sMRI_SA","mrisdp_368","3",0.999999999999923
"sMRI_SA","mrisdp_369","3",0.999999999999923
"sMRI_SA","mrisdp_370","3",0.999999999999923
"sMRI_SA","mrisdp_371","3",0.999999999999923
"sMRI_SA","mrisdp_372","3",0.999999999999923
"sMRI_SA","mrisdp_373","3",0.999999999999923
"sMRI_SA","mrisdp_374","3",0.999999999999923
"sMRI_SA","mrisdp_375","3",0.999999999999923
"sMRI_SA","mrisdp_376","3",0.999999999999923
"sMRI_SA","mrisdp_377","3",0.999999999999923
"sMRI_SA","mrisdp_378","3",0.999999999999923
"sMRI_SA","mrisdp_379","3",0.999999999999923
"sMRI_SA","mrisdp_380","3",0.999999999999923
"sMRI_SA","mrisdp_381","3",0.999999999999923
"sMRI_SA","mrisdp_382","3",0.999999999999923
"sMRI_SA","mrisdp_383","3",0.999999999999923
"sMRI_SA","mrisdp_384","3",0.999999999999923
"sMRI_SA","mrisdp_385","3",0.999999999999923
"sMRI_SA","mrisdp_386","3",0.999999999999923
"sMRI_SA","mrisdp_387","3",0.999999999999923
"sMRI_SA","mrisdp_388","3",0.999999999999923
"sMRI_SA","mrisdp_389","3",0.999999999999923
"sMRI_SA","mrisdp_390","3",0.999999999999923
"sMRI_SA","mrisdp_391","3",0.999999999999923
"sMRI_SA","mrisdp_392","3",0.999999999999923
"sMRI_SA","mrisdp_393","3",0.999999999999923
"sMRI_SA","mrisdp_394","3",0.999999999999923
"sMRI_SA","mrisdp_395","3",0.999999999999923
"sMRI_SA","mrisdp_396","3",0.999999999999923
"sMRI_SA","mrisdp_397","3",0.999999999999923
"sMRI_SA","mrisdp_398","3",0.999999999999923
"sMRI_SA","mrisdp_399","3",0.999999999999923
"sMRI_SA","mrisdp_400","3",0.999999999999923
"sMRI_SA","mrisdp_401","3",0.999999999999923
"sMRI_SA","mrisdp_402","3",0.999999999999923
"sMRI_SA","mrisdp_403","3",0.999999999999923
"sMRI_SA","mrisdp_404","3",0.999999999999923
"sMRI_SA","mrisdp_405","3",0.999999999999923
"sMRI_SA","mrisdp_406","3",0.999999999999923
"sMRI_SA","mrisdp_407","3",0.999999999999923
"sMRI_SA","mrisdp_408","3",0.999999999999923
"sMRI_SA","mrisdp_409","3",0.999999999999923
"sMRI_SA","mrisdp_410","3",0.999999999999923
"sMRI_SA","mrisdp_411","3",0.999999999999923
"sMRI_SA","mrisdp_412","3",0.999999999999923
"sMRI_SA","mrisdp_413","3",0.999999999999923
"sMRI_SA","mrisdp_414","3",0.999999999999923
"sMRI_SA","mrisdp_415","3",0.999999999999923
"sMRI_SA","mrisdp_417","3",0.999999999999923
"sMRI_SA","mrisdp_418","3",0.999999999999923
"sMRI_SA","mrisdp_419","3",0.999999999999923
"sMRI_SA","mrisdp_420","3",0.999999999999923
"sMRI_SA","mrisdp_421","3",0.999999999999923
"sMRI_SA","mrisdp_422","3",0.999999999999923
"sMRI_SA","mrisdp_423","3",0.999999999999923
"sMRI_SA","mrisdp_424","3",0.999999999999923
"sMRI_SA","mrisdp_425","3",0.999999999999923
"sMRI_SA","mrisdp_426","3",0.999999999999923
"sMRI_SA","mrisdp_427","3",0.999999999999923
"sMRI_SA","mrisdp_428","3",0.999999999999923
"sMRI_SA","mrisdp_429","3",0.999999999999923
"sMRI_SA","mrisdp_430","3",0.999999999999923
"sMRI_SA","mrisdp_431","3",0.999999999999923
"sMRI_SA","mrisdp_432","3",0.999999999999923
"sMRI_SA","mrisdp_433","3",0.999999999999923
"sMRI_SA","mrisdp_434","3",0.999999999999923
"sMRI_SA","mrisdp_435","3",0.999999999999923
"sMRI_SA","mrisdp_436","3",0.999999999999923
"sMRI_SA","mrisdp_437","3",0.999999999999923
"sMRI_SA","mrisdp_438","3",0.999999999999923
"sMRI_SA","mrisdp_439","3",0.999999999999923
"sMRI_SA","mrisdp_440","3",0.999999999999923
"sMRI_SA","mrisdp_441","3",0.999999999999923
"sMRI_SA","mrisdp_442","3",0.999999999999923
"sMRI_SA","mrisdp_443","3",0.999999999999923
"sMRI_SA","mrisdp_444","3",0.999999999999923
"sMRI_SA","mrisdp_445","3",0.999999999999923
"sMRI_SA","mrisdp_446","3",0.999999999999923
"sMRI_SA","mrisdp_447","3",0.999999999999923
"sMRI_SA","mrisdp_448","3",0.999999999999923
"sMRI_SA","mrisdp_449","3",0.999999999999923
"sMRI_SA","mrisdp_450","3",0.999999999999923
"sMRI_CT","mrisdp_1","4",0.999999999999923
"sMRI_CT","mrisdp_2","4",0.999999999999923
"sMRI_CT","mrisdp_3","4",0.999999999999923
"sMRI_CT","mrisdp_4","4",0.999999999999923
"sMRI_CT","mrisdp_6","4",0.999999999999923
"sMRI_CT","mrisdp_7","4",0.999999999999923
"sMRI_CT","mrisdp_8","4",0.999999999999923
"sMRI_CT","mrisdp_9","4",0.999999999999923
"sMRI_CT","mrisdp_11","4",0.999999999999923
"sMRI_CT","mrisdp_12","4",0.999999999999923
"sMRI_CT","mrisdp_13","4",0.999999999999923
"sMRI_CT","mrisdp_14","4",0.999999999999923
"sMRI_CT","mrisdp_15","4",0.999999999999923
"sMRI_CT","mrisdp_16","4",0.999999999999923
"sMRI_CT","mrisdp_18","4",0.999999999999923
"sMRI_CT","mrisdp_19","4",0.999999999999923
"sMRI_CT","mrisdp_20","4",0.999999999999923
"sMRI_CT","mrisdp_21","4",0.999999999999923
"sMRI_CT","mrisdp_22","4",0.999999999999923
"sMRI_CT","mrisdp_23","4",0.999999999999923
"sMRI_CT","mrisdp_24","4",0.999999999999923
"sMRI_CT","mrisdp_25","4",0.999999999999923
"sMRI_CT","mrisdp_26","4",0.999999999999923
"sMRI_CT","mrisdp_27","4",0.999999999999923
"sMRI_CT","mrisdp_28","4",0.999999999999923
"sMRI_CT","mrisdp_29","4",0.999999999999923
"sMRI_CT","mrisdp_30","4",0.999999999999923
"sMRI_CT","mrisdp_33","4",0.999999999999923
"sMRI_CT","mrisdp_34","4",0.999999999999923
"sMRI_CT","mrisdp_35","4",0.999999999999923
"sMRI_CT","mrisdp_36","4",0.999999999999923
"sMRI_CT","mrisdp_37","4",0.999999999999923
"sMRI_CT","mrisdp_38","4",0.999999999999923
"sMRI_CT","mrisdp_39","4",0.999999999999923
"sMRI_CT","mrisdp_41","4",0.999999999999923
"sMRI_CT","mrisdp_42","4",0.999999999999923
"sMRI_CT","mrisdp_43","4",0.999999999999923
"sMRI_CT","mrisdp_44","4",0.999999999999923
"sMRI_CT","mrisdp_45","4",0.999999999999923
"sMRI_CT","mrisdp_46","4",0.999999999999923
"sMRI_CT","mrisdp_47","4",0.999999999999923
"sMRI_CT","mrisdp_49","4",0.999999999999923
"sMRI_CT","mrisdp_50","4",0.999999999999923
"sMRI_CT","mrisdp_51","4",0.999999999999923
"sMRI_CT","mrisdp_52","4",0.999999999999923
"sMRI_CT","mrisdp_53","4",0.999999999999923
"sMRI_CT","mrisdp_54","4",0.999999999999923
"sMRI_CT","mrisdp_55","4",0.999999999999923
"sMRI_CT","mrisdp_56","4",0.999999999999923
"sMRI_CT","mrisdp_57","4",0.999999999999923
"sMRI_CT","mrisdp_58","4",0.999999999999923
"sMRI_CT","mrisdp_59","4",0.999999999999923
"sMRI_CT","mrisdp_60","4",0.999999999999923
"sMRI_CT","mrisdp_61","4",0.999999999999923
"sMRI_CT","mrisdp_65","4",0.999999999999923
"sMRI_CT","mrisdp_67","4",0.999999999999923
"sMRI_CT","mrisdp_68","4",0.999999999999923
"sMRI_CT","mrisdp_69","4",0.999999999999923
"sMRI_CT","mrisdp_71","4",0.999999999999923
"sMRI_CT","mrisdp_72","4",0.999999999999923
"sMRI_CT","mrisdp_73","4",0.999999999999923
"sMRI_CT","mrisdp_74","4",0.999999999999923
"sMRI_CT","mrisdp_75","4",0.999999999999923
"sMRI_CT","mrisdp_76","4",0.999999999999923
"sMRI_CT","mrisdp_77","4",0.999999999999923
"sMRI_CT","mrisdp_78","4",0.999999999999923
"sMRI_CT","mrisdp_79","4",0.999999999999923
"sMRI_CT","mrisdp_80","4",0.999999999999923
"sMRI_CT","mrisdp_81","4",0.999999999999923
"sMRI_CT","mrisdp_82","4",0.999999999999923
"sMRI_CT","mrisdp_83","4",0.999999999999923
"sMRI_CT","mrisdp_85","4",0.999999999999923
"sMRI_CT","mrisdp_86","4",0.999999999999923
"sMRI_CT","mrisdp_87","4",0.999999999999923
"sMRI_CT","mrisdp_88","4",0.999999999999923
"sMRI_CT","mrisdp_89","4",0.999999999999923
"sMRI_CT","mrisdp_90","4",0.999999999999923
"sMRI_CT","mrisdp_92","4",0.999999999999923
"sMRI_CT","mrisdp_93","4",0.999999999999923
"sMRI_CT","mrisdp_94","4",0.999999999999923
"sMRI_CT","mrisdp_95","4",0.999999999999923
"sMRI_CT","mrisdp_96","4",0.999999999999923
"sMRI_CT","mrisdp_97","4",0.999999999999923
"sMRI_CT","mrisdp_98","4",0.999999999999923
"sMRI_CT","mrisdp_99","4",0.999999999999923
"sMRI_CT","mrisdp_100","4",0.999999999999923
"sMRI_CT","mrisdp_101","4",0.999999999999923
"sMRI_CT","mrisdp_102","4",0.999999999999923
"sMRI_CT","mrisdp_103","4",0.999999999999923
"sMRI_CT","mrisdp_104","4",0.999999999999923
"sMRI_CT","mrisdp_105","4",0.999999999999923
"sMRI_CT","mrisdp_107","4",0.999999999999923
"sMRI_CT","mrisdp_109","4",0.999999999999923
"sMRI_CT","mrisdp_110","4",0.999999999999923
"sMRI_CT","mrisdp_111","4",0.999999999999923
"sMRI_CT","mrisdp_112","4",0.999999999999923
"sMRI_CT","mrisdp_113","4",0.999999999999923
"sMRI_CT","mrisdp_114","4",0.999999999999923
"sMRI_CT","mrisdp_115","4",0.999999999999923
"sMRI_CT","mrisdp_116","4",0.999999999999923
"sMRI_CT","mrisdp_117","4",0.999999999999923
"sMRI_CT","mrisdp_118","4",0.999999999999923
"sMRI_CT","mrisdp_119","4",0.999999999999923
"sMRI_CT","mrisdp_120","4",0.999999999999923
"sMRI_CT","mrisdp_121","4",0.999999999999923
"sMRI_CT","mrisdp_122","4",0.999999999999923
"sMRI_CT","mrisdp_124","4",0.999999999999923
"sMRI_CT","mrisdp_125","4",0.999999999999923
"sMRI_CT","mrisdp_126","4",0.999999999999923
"sMRI_CT","mrisdp_127","4",0.999999999999923
"sMRI_CT","mrisdp_129","4",0.999999999999923
"sMRI_CT","mrisdp_130","4",0.999999999999923
"sMRI_CT","mrisdp_131","4",0.999999999999923
"sMRI_CT","mrisdp_132","4",0.999999999999923
"sMRI_CT","mrisdp_133","4",0.999999999999923
"sMRI_CT","mrisdp_134","4",0.999999999999923
"sMRI_CT","mrisdp_135","4",0.999999999999923
"sMRI_CT","mrisdp_136","4",0.999999999999923
"sMRI_CT","mrisdp_137","4",0.999999999999923
"sMRI_CT","mrisdp_138","4",0.999999999999923
"sMRI_CT","mrisdp_139","4",0.999999999999923
"sMRI_CT","mrisdp_141","4",0.999999999999923
"sMRI_CT","mrisdp_142","4",0.999999999999923
"sMRI_CT","mrisdp_143","4",0.999999999999923
"sMRI_CT","mrisdp_145","4",0.999999999999923
"sMRI_CT","mrisdp_146","4",0.999999999999923
"sMRI_CT","mrisdp_147","4",0.999999999999923
"sMRI_CT","mrisdp_148","4",0.999999999999923
"fMRI","ad_ad","2",0.999999999999923
"fMRI","ad_ad","6",0.999999999999923
"fMRI","ad_cgc","2",0.999999999999923
"fMRI","ad_cgc","6",0.999999999999923
"fMRI","ad_ca","5",0.999999999999923
"fMRI","ad_dt","5",0.999999999999923
"fMRI","ad_fo","5",0.999999999999923
"fMRI","ad_n","5",0.999999999999923
"fMRI","ad_rspltp","2",0.999999999999923
"fMRI","ad_sa","5",0.999999999999923
"fMRI","ad_smh","5",0.999999999999923
"fMRI","ad_smh","6",0.999999999999923
"fMRI","ad_smm","6",0.999999999999923
"fMRI","ad_vta","5",0.999999999999923
"fMRI","ad_vta","6",0.999999999999923
"fMRI","ad_vs","2",0.999999999999923
"fMRI","ad_vs","5",0.999999999999923
"fMRI","cgc_ad","2",0.999999999999923
"fMRI","cgc_ad","6",0.999999999999923
"fMRI","cgc_cgc","2",0.999999999999923
"fMRI","cgc_dt","2",0.999999999999923
"fMRI","cgc_dt","5",0.999999999999923
"fMRI","cgc_dt","6",0.999999999999923
"fMRI","cgc_fo","5",0.999999999999923
"fMRI","cgc_n","2",0.999999999999923
"fMRI","cgc_n","5",0.999999999999923
"fMRI","cgc_n","6",0.999999999999923
"fMRI","cgc_rspltp","2",0.999999999999923
"fMRI","cgc_smh","2",0.999999999999923
"fMRI","cgc_vta","5",0.999999999999923
"fMRI","cgc_vs","5",0.999999999999923
"fMRI","cgc_vs","6",0.999999999999923
"fMRI","ca_ad","5",0.999999999999923
"fMRI","ca_ad","6",0.999999999999923
"fMRI","ca_ca","5",0.999999999999923
"fMRI","ca_sa","5",0.999999999999923
"fMRI","ca_smh","5",0.999999999999923
"fMRI","ca_smm","6",0.999999999999923
"fMRI","dt_ad","5",0.999999999999923
"fMRI","dt_cgc","2",0.999999999999923
"fMRI","dt_cgc","5",0.999999999999923
"fMRI","dt_cgc","6",0.999999999999923
"fMRI","dt_dt","2",0.999999999999923
"fMRI","dt_dla","2",0.999999999999923
"fMRI","dt_dla","6",0.999999999999923
"fMRI","dt_n","2",0.999999999999923
"fMRI","dt_smh","5",0.999999999999923
"fMRI","dt_smm","2",0.999999999999923
"fMRI","dt_smm","5",0.999999999999923
"fMRI","dt_vta","2",0.999999999999923
"fMRI","dt_vta","5",0.999999999999923
"fMRI","dt_vs","2",0.999999999999923
"fMRI","dla_dt","2",0.999999999999923
"fMRI","dla_dt","6",0.999999999999923
"fMRI","dla_dla","2",0.999999999999923
"fMRI","dla_dla","6",0.999999999999923
"fMRI","dla_n","2",0.999999999999923
"fMRI","dla_sa","2",0.999999999999923
"fMRI","dla_vta","2",0.999999999999923
"fMRI","dla_vta","6",0.999999999999923
"fMRI","dla_vs","2",0.999999999999923
"fMRI","fo_ad","5",0.999999999999923
"fMRI","fo_cgc","5",0.999999999999923
"fMRI","fo_ca","5",0.999999999999923
"fMRI","fo_fo","5",0.999999999999923
"fMRI","fo_smh","5",0.999999999999923
"fMRI","fo_smm","5",0.999999999999923
"fMRI","fo_vta","2",0.999999999999923
"fMRI","fo_vta","5",0.999999999999923
"fMRI","fo_vs","2",0.999999999999923
"fMRI","n_ad","5",0.999999999999923
"fMRI","n_cgc","2",0.999999999999923
"fMRI","n_cgc","5",0.999999999999923
"fMRI","n_cgc","6",0.999999999999923
"fMRI","n_dt","2",0.999999999999923
"fMRI","n_dla","2",0.999999999999923
"fMRI","n_n","2",0.999999999999923
"fMRI","n_sa","2",0.999999999999923
"fMRI","n_vta","2",0.999999999999923
"fMRI","n_vs","2",0.999999999999923
"fMRI","rspltp_ad","2",0.999999999999923
"fMRI","rspltp_cgc","2",0.999999999999923
"fMRI","rspltp_rspltp","2",0.999999999999923
"fMRI","rspltp_sa","2",0.999999999999923
"fMRI","rspltp_vta","2",0.999999999999923
"fMRI","rspltp_vs","2",0.999999999999923
"fMRI","sa_ad","5",0.999999999999923
"fMRI","sa_ca","5",0.999999999999923
"fMRI","sa_dt","2",0.999999999999923
"fMRI","sa_dla","2",0.999999999999923
"fMRI","sa_n","2",0.999999999999923
"fMRI","sa_rspltp","2",0.999999999999923
"fMRI","sa_smm","5",0.999999999999923
"fMRI","sa_vta","2",0.999999999999923
"fMRI","sa_vta","5",0.999999999999923
"fMRI","sa_vs","2",0.999999999999923
"fMRI","smh_ad","5",0.999999999999923
"fMRI","smh_ad","6",0.999999999999923
"fMRI","smh_cgc","2",0.999999999999923
"fMRI","smh_ca","5",0.999999999999923
"fMRI","smh_dt","5",0.999999999999923
"fMRI","smh_fo","5",0.999999999999923
"fMRI","smh_sa","5",0.999999999999923
"fMRI","smh_smh","5",0.999999999999923
"fMRI","smh_smh","6",0.999999999999923
"fMRI","smh_smm","5",0.999999999999923
"fMRI","smh_smm","6",0.999999999999923
"fMRI","smh_vta","6",0.999999999999923
"fMRI","smh_vs","2",0.999999999999923
"fMRI","smh_vs","5",0.999999999999923
"fMRI","smm_ad","6",0.999999999999923
"fMRI","smm_dt","2",0.999999999999923
"fMRI","smm_dt","5",0.999999999999923
"fMRI","smm_fo","5",0.999999999999923
"fMRI","smm_n","2",0.999999999999923
"fMRI","smm_sa","5",0.999999999999923
"fMRI","smm_smh","5",0.999999999999923
"fMRI","smm_smh","6",0.999999999999923
"fMRI","smm_smm","2",0.999999999999923
"fMRI","smm_vs","5",0.999999999999923
"fMRI","vta_ad","5",0.999999999999923
"fMRI","vta_ad","6",0.999999999999923
"fMRI","vta_cgc","5",0.999999999999923
"fMRI","vta_dt","2",0.999999999999923
"fMRI","vta_dt","5",0.999999999999923
"fMRI","vta_dla","2",0.999999999999923
"fMRI","vta_dla","6",0.999999999999923
"fMRI","vta_fo","2",0.999999999999923
"fMRI","vta_fo","5",0.999999999999923
"fMRI","vta_n","2",0.999999999999923
"fMRI","vta_rspltp","2",0.999999999999923
"fMRI","vta_sa","2",0.999999999999923
"fMRI","vta_sa","5",0.999999999999923
"fMRI","vta_smh","6",0.999999999999923
"fMRI","vta_vta","2",0.999999999999923
"fMRI","vta_vs","2",0.999999999999923
"fMRI","vta_vs","5",0.999999999999923
"fMRI","vs_ad","2",0.999999999999923
"fMRI","vs_ad","5",0.999999999999923
"fMRI","vs_cgc","5",0.999999999999923
"fMRI","vs_cgc","6",0.999999999999923
"fMRI","vs_dt","2",0.999999999999923
"fMRI","vs_dla","2",0.999999999999923
"fMRI","vs_n","2",0.999999999999923
"fMRI","vs_rspltp","2",0.999999999999923
"fMRI","vs_sa","2",0.999999999999923
"fMRI","vs_smh","2",0.999999999999923
"fMRI","vs_smh","5",0.999999999999923
"fMRI","vs_smm","5",0.999999999999923
"fMRI","vs_vta","2",0.999999999999923
"fMRI","vs_vta","5",0.999999999999923
"fMRI","vs_vs","2",0.999999999999923
"Internalizing Problems","cbcl_scr_syn_internal_r","1",0.999999999999923
"sMRI_SA","mrisdp_335","3",0.999799999999923
"sMRI_CT","mrisdp_5","4",0.999799999999923
"sMRI_CT","mrisdp_40","4",0.999799999999923
"sMRI_CT","mrisdp_62","4",0.999799999999923
"sMRI_CT","mrisdp_64","4",0.999799999999923
"sMRI_CT","mrisdp_108","4",0.999799999999923
"sMRI_CT","mrisdp_123","4",0.999799999999923
"sMRI_CT","mrisdp_128","4",0.999799999999923
"fMRI","ad_ca","6",0.999799999999923
"fMRI","ca_fo","5",0.999799999999923
"fMRI","dt_sa","2",0.999799999999923
"fMRI","rspltp_smm","2",0.999799999999923
"fMRI","sa_smh","5",0.999799999999923
"fMRI","smm_ca","5",0.999799999999923
"fMRI","smm_rspltp","2",0.999799999999923
"fMRI","smm_vta","6",0.999799999999923
"fMRI","vta_cgc","6",0.999799999999923
"fMRI","vs_fo","2",0.999799999999923
"ELA","fam_history_11_yes_no","1",0.999599999999923
"ELA","fam_enviro6_p","1",0.999599999999923
"sMRI_SA","mrisdp_416","3",0.999599999999923
"sMRI_CT","mrisdp_48","4",0.999599999999923
"sMRI_CT","mrisdp_91","4",0.999599999999923
"fMRI","ad_smm","5",0.999599999999923
"fMRI","cgc_sa","5",0.999599999999923
"fMRI","ca_cgc","6",0.999599999999923
"fMRI","sa_cgc","5",0.999599999999923
"fMRI","smm_ad","5",0.999599999999923
"ELA","fam_enviro8_p","1",0.999399999999923
"sMRI_SA","mrisdp_357","3",0.999399999999923
"fMRI","cgc_vta","6",0.999399999999923
"fMRI","n_smm","2",0.999399999999923
"fMRI","rspltp_smh","2",0.999399999999923
"fMRI","smh_rspltp","2",0.999399999999923
"fMRI","smm_ca","6",0.999399999999923
"fMRI","vta_smm","6",0.999399999999923
"fMRI","ca_smm","5",0.999199999999923
"fMRI","ad_fo","2",0.998799999999923
"fMRI","rspltp_fo","2",0.998799999999923
"fMRI","vs_rspltp","5",0.998799999999923
"fMRI","rspltp_vs","5",0.998599999999923
"fMRI","smh_ad","2",0.998399999999923
"fMRI","cgc_ca","6",0.998199999999923
"fMRI","fo_rspltp","2",0.997799999999923
"fMRI","ad_smh","2",0.997599999999923
"fMRI","fo_ad","2",0.997599999999923
